"HolderAddress","Balance","PendingBalanceUpdate"
"0x24c342fd32fec43c5e1f4863ec2af3255e395939","7.2503724426862E+25","No"
"0xd6dc3ae19da52f629e1a0df6b00cb603f3c839fe","1.23055301646586E+24","No"
"0xca323aab2a5679d934247b98aad0755d46294402","2.0240623919843E+25","No"
"0x455172d67b56462cebfc13a94e89aec587a537b9","4.82934543921105E+24","No"
"0x7159087cad44de22bd7f7383cf00e404444b713e","3.085E+24","No"
"0x36c954344f5e92b12566495ced8294d195892a70","1.93150814723234E+25","No"
"0xc520a43b96bfed093d43d6087df859b0df03a553","1.91212003328377E+25","No"
"0x658f29bf9689f64d1bfada9ec4617964ff17f9a1","1.40280941371089E+25","No"
"0x5f8eb18a71ae3cb880788bbee231f2c6a4b572d5","2.365865244102E+24","No"
"0x6b174ea3b46233a882f525fc2e8ca47b6e27e5b9","1.53767648947618E+25","No"
"0x0ca92da66f7e5c524fa8fdec9e2a68662e6c5b9c","7.88460525280512E+24","No"
"0xf8bf7335a94b86e8746738ef3498833b7c74fc30","5.832850157E+24","No"
"0xdacff3fbba119717a53a82b65011d96860ea9b76","4.25937182488E+24","No"
"0x4a4993dc61cab792641ad3e09317270a00d3dc43","1.8740286667246E+25","No"
"0xbbec6b1828ab022cde3173eff37e86ebf7da3f62","7.88278997239295E+23","No"
"0x5cdf85c777f16d2eb85aa19eca713881a2d33b11","1.447E+24","No"
"0xb397cdf69c99466db09a4ad6c29a0465d5286a3e","8.64537561589054E+24","No"
"0x6698d1245e6f0155c7bcf053300d9d1ad1b0932b","1.57714262677333E+25","No"
"0xad66e2cfd809806a743ccfdb04331285e9c06a3c","1.89219098577196E+24","No"
"0x9fe257e8914032d2cae2f9eac46d4383f46ac87b","3.95086616073261E+25","No"
"0x527f8fa7584c0d6dd7c67e2e74aab89e90bec068","3.57022E+25","No"
"0x7c8bcfdcac593999104a14dda7cca7e5297c520d","7.09574285081246E+24","No"
"0x626b73ecb1f5257696a84412deb3c20c0c510115","6.665837988E+23","No"
"0x5cf3b5962c84c30497536038454f3df8d9e5093b","6.57498997548896E+24","No"
"0xee13cb9b17104efa4bbc0c1a797318a0f98cd303","9.4907230761672E+24","No"
"0xc3e7941144ff366611a5066a1d40f14fb43f5ca8","1.80435888490485E+25","No"
"0x1c0182a64c2921ad5629e9837543bf79140337bc","1","No"
"0xaf388919087ecfb9e57515ab78f2c5b4d9a74e40","1","No"
"0xe28e8762f67e90ebece32767d73e3b98ef179f57","1.6943435392E+24","No"
"0x27ce443b851e5cf832bbaa1f908d592bc91e4736","3.229913E+24","No"
"0x236c58fd04376ee43018028697ca59841e892c6d","4.49402429477376E+25","No"
"0x94dffb29fe328a12414d2df331eeea6b6d2bad65","2.68528632786468E+25","No"
"0xa648761135864eafc95bd113f2b4389311dea1cc","3.74920489515901E+25","No"
"0x01bc2817e39924dfe61939f740ff65cabd0086ba","1","No"
"0x0f03870320eba1c72a0bdd4887f91acc36265ba8","3.71783960423325E+25","No"
"0x885a953f23d1e2db94757f56f269b893463aafa1","1E+25","No"
"0x85fe705c9dd5371784c96190bc8862b6e8d19a48","1","No"
"0x7907c3951174a5c24d38558359e780e91524868e","1.41714485704603E+25","No"
"0x50403a9e61df5c7c1e529c289e314a4df998e0af","1.3750569E+25","No"
"0xab672f6f7c6ac1b35ca970be4ec70bcde86805af","4.32E+24","No"
"0x0726ecdc7ec522312d74dc5a23d8823bf234caa6","1","No"
"0x92e11d9057113154452d455f74830237d59f109f","1.19779082386735E+25","No"
"0xbcb9094ed2d97d784279af3923341fdd6af55431","1.51880828897292E+24","No"
"0xbb7efaa0ad60aea2c2eda950fa8be8662ddae0b9","8826912160","No"
"0x6778cfe288493f36075c3c88cb040a9186b8d0b0","1.78812481762991E+24","No"
"0xb3355377965d8b22564b61e48002d65f81ab4d23","1.21091989329891E+25","No"
"0x524bdcfec433f4fbea5163c16b9f0204fb5a669b","2.21616115843818E+25","No"
"0xe940ebd8ab52d6e775460e9f48da8c13ff3eb44b","1","No"
"0x2493a5a55807476469bb298639dc74726da20c74","4.19557537383738E+25","No"
"0xeaf2c0fb01971b048609c61cc9e55619cdf0cd3d","1.51112277620317E+24","No"
"0xd8e245f74a2ec88c47408d771f21a17c43ab8f9f","7.00092322981876E+24","No"
"0x4522189eeefd49928533aab1980b848f28c1f96f","1.82917070563731E+25","No"
"0xbd33ac9d20a6c760d5319dc08bc529b71527eaae","1.5235599E+25","No"
"0xf5a94a6aaa66da2eaeaf16989b030a9e39e9b621","5.34431328783386E+24","No"
"0x3f413e8693f6cdf11a699db52ca8b1f772b1df6c","2.3579819295E+25","No"
"0x8c50df179b47e9fe4f1c0475c604ce207cf05ae2","1.35249628062442E+25","No"
"0x59c965cd063ff104aed3789ce5e9222f03cccdf9","5.4208783025332E+24","No"
"0x9627f78a9738d71e73b06116ff40fbb3ef4a96f9","1.7399560846497E+25","No"
"0x6eb287cfafe18f77b726f864224676bfab17c300","1.585637372E+24","No"
"0x8b8dcdcb7a54da32b1a68330adc7e8fabd128f00","3.38000201610434E+23","No"
"0xc9f35685a6444c6a9277518feabb1731a74e6de3","4.64556090928595E+24","No"
"0x29a7ce0726b477105ca3ef704b3ee983dd459ccd","5.24052816561776E+25","No"
"0x15ed6f4f5c66af868420f267d591a14db0a4103e","4.7818470788557E+24","No"
"0xc9b9e808c8430400d79f70e0a144b22f6cd93c0c","1","No"
"0xc44e448da06388ac873770d0aac5789fe4339335","6.65486365891135E+24","No"
"0xfb35d4f720236245dcd117dbe3c33ce7ec414dc9","7.63250351271457E+24","No"
"0x4e756992ab4ce309fa9bf303cfd627bb2094772d","1.03792580850467E+25","No"
"0xebbbf8bf02d3dfb1dc55c210054334aac58e054b","1E+24","No"
"0x67372b086c43911fd90489e745fa9c002a503021","9.14560578341378E+24","No"
"0xe0671320bd62f0b41873664478e97f93a6e2ac4b","6.719221E+24","No"
"0x3bd276912ed5247c98e99a0ef51297954d2c28b6","1.948898876E+24","No"
"0x56694411fb52626e1a02711c83524b56dfd54b9d","3.26932686952412E+19","No"
"0x585af674ed3f05b60b4f35b38e687933a3127eb5","5.34487210416653E+24","No"
"0xf650f4b739e566de6b3f7a7972938e8520d94e7d","2.07473856327143E+24","No"
"0x2482c3e7a9c3ee68f411810044288a767b662051","2E+24","No"
"0xc6f200462a8c619334387940c2706568b6b7abde","2.8157306827026E+25","No"
"0x2ecdd9ff21008ed1528251c9e280106d561020e7","1.104137E+24","No"
"0xe4a46bdc92e761b831391600ebef5c46c918762c","3.84015508978198E+25","No"
"0x1afbaf0a0d414ec6ee73202fda0f26e0927a4961","3.07028965979942E+24","No"
"0xc7959b13c2fe3a6f293e7863b54ac7ddd7c913d1","2.30441862626487E+25","No"
"0x0b1b34add3cdb8cdb39dabbf064e39d6e0aeb228","8.88773856987157E+25","No"
"0xad3c4a65e41c2d3febaae45ee1b5d82664c3c91a","7.1083E+25","No"
"0x19aafe78b0eb5e8c233cfed28c8995609a5cc7fc","1.50417279863204E+25","No"
"0x2ba254f33efb3eee80b0f37a75386eb1265dc4e0","1.65368606470058E+25","No"
"0xae058a4d6732c0f54daa233fac4532e6952b7d17","6.162143414E+24","No"
"0x7fc0d5a5a5647478dc0965d9bcd9192634737b0b","3.77499561988951E+24","No"
"0xebd423f461acc38c7f83b1079be2b23049d1fb38","3.01940445727719E+24","No"
"0x70bc10d95254763892ecf997ae93a9e8ae385352","2.07651904391116E+25","No"
"0x468a13aeb1f3c3dfdc56175f2ba256e4d84705ea","7.4E+24","No"
"0xe5bc0af98ec1527ab940df4e92a3f4fde7bbb61a","1.11170478641086E+25","No"
"0x7369365d2640d6f9c687a271c3d693f2d4f2e47e","8.7170489685037E+24","No"
"0x2481ebf5dc4bdb0add9121023e07bb7102fb505c","2.5544404016017E+24","No"
"0x6ed3a0ffc99d5d1fd934faa246e86f25fc601e05","1.71285429681889E+25","No"
"0xbb7ba26f5d66326c2361e188ad05c2feec3d3fbe","1.72235976569664E+25","No"
"0x362f6aa8f913b74138364377a1ee4f498375cbf1","1.4847764833979E+25","No"
"0xaae4c89c4724f28762fc9ecada08e03623f496d6","1.74723130543257E+25","No"
"0x80feded8626dfaad7592e0845cf51e0a8d3724e9","2E+24","No"
"0xfef0ce77bc90ebc65d8d10fc56a130962cd14610","9.86385320140664E+24","No"
"0x7b30bc25fc3b7603441e0410a8f4dbce2d92d873","3.56593053471735E+24","No"
"0xaba64a4ec954ce8d2da74fe7fb6803dad29d2a77","1.2E+25","No"
"0x2c10fe072ea60b418f332f2a2c5db26dce241f89","2.97281054466181E+24","No"
"0x1e0c59fcef3cea2fb5e62a22db95955c4fc3265e","2.07270370314E+25","No"
"0x1bdef3099744eecaa9656f3c2713d7867831c499","1.0249314179665E+26","No"
"0xff5780f56c457688a340ff1ab831b0d1374df37f","3.131953461E+23","No"
"0x32c110c49140f046a30ae66a5455d1f72290d6bb","1.58095767808296E+25","No"
"0xd9d53bb75195e5b95f5172f26726c82538786a2b","9.48455191342611E+24","No"
"0x67e4d3e1a80083fc957aba529cebaea5426989e4","3.60463498979812E+25","No"
"0x2fe31f6e898aac78c5928d597e9cbb42e70a966c","1.68884367892736E+25","No"
"0x89299710f3123004b92a4594cf0de6b8ce3606d9","3.12425651998974E+24","No"
"0x6a80338ee4ddd0db77c462b6487ad9b11b64112b","7.88353190342816E+25","No"
"0x2ef4068c8c1fe8f8fcab40319871ba601ecfe4f4","9E+24","No"
"0x5d3b268ef1539be46076cfec43b6ff43ec18a6fe","1.58510223544301E+25","No"
"0x3ddb5044fa185e3aa568a7eaf82b1db57515b93e","2.37743872720497E+24","No"
"0xc0b77fedfaf40a39c69be0b5f8979da4b70946d2","7.910227795E+24","No"
"0x4106dac43632aeb4750d1bdbff7bc1150bedd036","2.04522E+24","No"
"0xeaf0f101aef0c380f97a1592daf066d90492d515","8.26233754626719E+24","No"
"0xd8719b5d781d132a23eaf87a35980f7b8f777391","2E+23","No"
"0x2bd8f596684c507e24222bf94ee9f5c4e9737300","1.68674756627551E+24","No"
"0x57541807edb20a1fe0fb173d7cffdfb05277052d","1","No"
"0xc353a8bdc5ad0e9d8dca2c6be454e03abef0b21a","8.84884252032142E+24","No"
"0x9ae34319d7ddffdd46b32540a454e6302cb94d28","2.01680383702726E+25","No"
"0x527539f67228c54af9e7a664af9baf277cf763df","3.34923484886083E+25","No"
"0xfbb5256b3a161cebc8b9f9c4651b18ba5237b312","1.5E+24","No"
"0xcfde4fc5f5c02f7034a147ab7fa51bc84f8fde9d","1E+25","No"
"0x71491125bb33f4a6e557300fdefdd7b02e4ca90d","2.81099228482817E+25","No"
"0xa898ae6397dd1aea174a31a0191a2e6a1f8d78a3","1.9035517E+22","No"
"0x1e5614bf7af74ca511749d841b0bd7c6b80f3b6d","7.7669941249574E+24","No"
"0x46ca78da8a5c1289e9eb162695e380df3facfad8","2.39364112061398E+24","No"
"0x278e32014158568a697e285e275b74e086310967","1","No"
"0x41355eb19fdaed5b59b4c149b80d50ecc64abd52","8.12411368894222E+24","No"
"0x9b552c0a4b394719bb7d565c9270b4922fcd570a","7.30841055755234E+24","No"
"0xa7fd61557cd0a61073566766839d5f851a8e92ef","6.61401694172755E+25","No"
"0xf6982d826ddbc3eef41670261a799f74ec9b0b64","4.57983675958667E+24","No"
"0x6a735d99162ab764596fbb07e7a5bb4366237a4d","1","No"
"0x179e17b0d6d6489011478b11c08f42b6e084bc47","1.21124163339528E+25","No"
"0x2a55e8cb3b013e94f623bb0812a9d8325a3e7534","1.62913493541465E+24","No"
"0xa6aedea1722e3965dd779bb87e71d123c5e38697","8.14528501001526E+24","No"
"0x5919b1b1ac1492a854efe87aac3223b92edab126","1.9263321095419E+25","No"
"0x38aebf6061f1d372674d6b41810ce4cb6483cdf8","1E+25","No"
"0x3394b427c4675ac9216a5d4d8cc977ce0be33e95","7.88452492967272E+24","No"
"0x91528c39ebdb56c08556f514ac099e043b252a1f","1.81335308428537E+24","No"
"0xfdbca84330443beaa5bb8c9c432c76eb07bdfafd","5.566546824E+25","No"
"0xdebae09033c2f1a294ff2c197ab78e03765b6a07","3.29255349335417E+24","No"
"0x04367c6bcd8be7693ed86e23fdf7da7dd6a0869d","1.55599153584804E+25","No"
"0x56c56755fdc1881c556a19fe7dcc0ef85d86cb7b","85357554","No"
"0xe6e9b8a4e5df851df6415f8a77cd71c667dd5144","5.03282972622751E+24","No"
"0x0c68d67e17324289d41d1d63f302eb18f2fcc9da","3.14725725162383E+25","No"
"0xa51233bd68f89c06bb562b15e6f325ed7bb03f93","7E+23","No"
"0x441fe0566df01010210260e2811a2df1c1f4ba61","4.826719805E+24","No"
"0xb1472640eac266e5d4b07a4c38679d815fd9e5c6","2.60618397636177E+25","No"
"0xb880c066e13250f149d99af96bca29010d80a319","1.73845873905181E+24","No"
"0xe8019a425854b06729f943e7761850112478f8bd","1.71146156273524E+24","No"
"0x2f68cd6609d37ee9e3ef804f5d9ae23cea947e1f","1.8165150069382E+25","No"
"0x6a8ce5e3111a85e116d9a456e9464f24822fd84d","3.2755719630096E+25","No"
"0xe6b4481428a790f518c1a7e2c4fdcc6acc88533e","1","No"
"0x5c86f2b2cc8e5d3eeb342c2ebe9f43f07813ea15","1.0700000604104E+25","No"
"0xa68cf5552a96148d658fa71133b95afbc416ab5f","1.50000000067934E+27","No"
"0x777df9d6fdc6a4de098fde41e8ed03ff267828b7","1","No"
"0x60ec62ddac11f460df7e1ee6f2b0d48eca7d2652","2.1791547866E+25","No"
"0x9f8d5732da79d2d48147ed3eb11c57234a135d35","4.87647503856205E+25","No"
"0xf1f5bed07738187a19f2c9d809505ef9428c8511","1.16431397269889E+25","No"
"0x740feb0c5b249f28e349916bb823b0ba7c208dd0","1","No"
"0xefd9183d261f2d7e810bdc6bcc5608727d3d9445","1","No"
"0x75851bb40292620995f0d30a24813a8ba314b956","1","No"
"0x45cb87b8336ab6b3bb188db187a4b7a5b3a36878","2.57526065607E+25","No"
"0x0c13be8fe3c42832316aa0bddf4b2368215ac0ec","9.45351752106655E+24","No"
"0xd017b710f4730064e67d00e5ce64c81c6e41872f","3.72516683189494E+27","No"
"0x84a4760801d1a1a5e378d3e8f0cec77d66cc0026","1.81705710094263E+24","No"
"0x6b07a2cee4f30cac7d8ba1763a2e6e0fefc97a48","1.0661645570634E+24","No"
"0xbf20454fd3673501c992b22194fff9f0ff6957e1","1.10565113046892E+25","No"
"0x36b774fee9a18f734e0bacb4d7e79e48e1864a41","8.6104028448066E+24","No"
"0x6da98032e713226f52eb6a59d125226e07afe164","1.59401015796116E+25","No"
"0xd9b3af3dc3c981dad89ad749e85a8c55e11ef126","2.37958502876903E+24","No"
"0x222b7e32a9a1d06712b3967aff99c4d758dbfde4","2.71550346577843E+24","No"
"0x85d7ca1215f78945669e42dc30b7723f732be319","6.44592179E+24","No"
"0x5045bc127d4fc1a9e87672d1b368df93ed2d49f0","5.55320870823241E+24","No"
"0xcdd98b1a98072cc639bbf4953142e80f549b2463","3.17312463883705E+24","No"
"0xc7951f2ef804f9b8b788a95a2c77789fb41bdae7","1.1837917496155E+18","No"
"0xefd05162314e5ace1706dcdf6979b3394285ea11","1.8626342786127E+25","No"
"0x7f29cdf1585b012d3d8d2ba30cde36c39330391e","5.32975437272152E+25","No"
"0x50aa60ec5b4c0144a352a6eb602f5cf5d92476a5","7.640542E+24","No"
"0xd42e1fe4b57be67c9e2b325927556097579e17d2","6.65973420270501E+25","No"
"0x05d5c8ee2820e35c9e27370434ed23bc2b370527","5.60312055192227E+24","No"
"0x76c899c0acc1c68cc61a945e08841675417b7ad6","6.0539843123676E+25","No"
"0x5eb595cdd5eae0ba7f3d9431b9c2afe9a15e8115","4.8534199E+25","No"
"0x30e2ae5ed4178d9cb178e01a2d72a3bbe3b1c835","3.79278221962524E+26","No"
"0x71b3fcaa0f329f1111a40c26a426ed9b42866933","8.07360340949654E+23","No"
"0x024524baaf69e92a54ef19f0653ac3801c414ece","1.05055704981988E+25","No"
"0x8669458102b252a4079960bd6de4a757d5849b85","9.51139321362519E+24","No"
"0x88d015b8dfd0b98fa75b8c40074cd15e9b6a3425","4.17209222352587E+25","No"
"0xc16bf07ce1ee3cb46d0d0681aff6e3fd84fecded","55011146091989","No"
"0xfc8feff603d628906fbf9d3663e30497dbdcaa8c","1","No"
"0xd8916939cd6d74f6042543983049b1c34ab08d0e","6.89281737632279E+24","No"
"0xeba1015fd5abc609745fc30383265ece090a0dc4","7.60358501183174E+24","No"
"0xfb39d35dfebecde2faa092afb3dfed35d3c740d2","9.68493516142303E+25","No"
"0xd43811aa6aa0fab7c269f05a814cbe85339b949c","1","No"
"0xfda126b5eb699fef5838ed389e60a77d82b65624","2.41976822435359E+25","No"
"0xb7436021167c5def142cf878bea6560c375c5e4b","1","No"
"0xe5eb1650fe7f42626256c930004483135628bdf4","1.78158646153305E+25","No"
"0x119298b4c58a00913f9eb5fa9dacbfba614108c8","6.50978248811311E+24","No"
"0x2d1f73900adcfd03c09d60ac8825d3e5f6cdc011","1.63656930382979E+25","No"
"0x85e8e893fca0c123d4f1655927cd0e95dac0fe1a","2.216249E+24","No"
"0xbde19b88e2f7b3b17918b94922626ccb32a5ff12","1.279354301856E+25","No"
"0xd7c9a0e3977d987c5433272e1aaeacbd94e544f9","5.37179697317134E+24","No"
"0x4d0430fcc368e3d5506c3d6d141b70000aced104","7.89545860694523E+24","No"
"0x8fd4f580711afa9c2f9cc99135b78b5fb47838fd","2.5581997E+25","No"
"0x50aa711b9c525acccc0c0b78fa0150adf2649bb5","2.2540603906E+25","No"
"0x6a39d6c04db15bb77d133086be2fd9aaf65128df","1E+24","No"
"0x1998fa346493703539f01c7f0187eead07e0caa9","6.7150162218375E+24","No"
"0xb8622f0ad61148a3133f8fecf36704e80ecf0fde","7.51042855788224E+24","No"
"0x898700d4ac137c5f037dd340dcb993f7015025ac","2.77282373081023E+24","No"
"0x8677ceedf14ace2829d98da0037c1124c244aafb","3.99608027308364E+23","No"
"0x571f7abe8b5e5d6b33a8c0cfb237b6aaf51d1038","1.42970138179894E+17","No"
"0x2b5341fc95c9b6c201c73d14e00e824a5da52fbe","1.81091190018636E+24","No"
"0x5ea8a68d0fe56b8804a8df9082e5781d03f93f6a","7.42119527113235E+24","No"
"0x470da000fa20df418d61d5281f5c90a9946a902c","3.90315629672983E+25","No"
"0x8832dde758b6590f9f52ab9a0c14769285964080","2.5E+24","No"
"0x11a760377c3814bfbcb1ba15348050d14c82c012","2.31819575027442E+24","No"
"0x4acac739180791df8c6ae651ad197fac5dc06345","3.7634958842685E+24","No"
"0x76f6791cfa2cadebb89c0c359584366bdcf8c34e","1.00331632956022E+25","No"
"0x0a091b1cdc2f64ce4fe908c6b4aaf6eea64d86eb","1.18643481042014E+25","No"
"0x1d39946bd67223dd711ac2f24f4f6547253a2f53","2.86707435144001E+25","No"
"0xc35dd68b5d0aea1c3616e9e6ff0fef9c66d03bc0","1.58843833569676E+24","No"
"0x94e7f2227eb50dc24a22b0db300b0757ec24e22f","2.5228407735E+25","No"
"0x9432a7b2f4498d5e8d8b34707c72744f79416761","1.20483452299719E+25","No"
"0xcbf6b4cc3670ec0d2e09828410322ced2fb02df7","9.66131285006685E+24","No"
"0xcfad3a22af6408e52584fe67e1d1b4815e06d34a","8.0475E+22","No"
"0x6e4b9de01f4234b3eb5c98e800b89a53e5d383cf","1","No"
"0x8d30af194f1fbaac953607208e3f286b1a933256","1.4E+25","No"
"0x291771baf635911eabea16d1e5ce9a4e724cd4f0","8.79249244857208E+24","No"
"0x5a439f7bc17804559fdb47f803e2060a3ee046bd","2E+24","No"
"0xc7eaf3e00b94d81a85535247c0f57f515daae243","7.98408899597266E+25","No"
"0x93469d61753bdcd1800bef38d23a233faebfa883","2.75709933067866E+25","No"
"0xd59a343b7c5d3a86babb4942ff515b8bb74787c3","4.41316019166795E+25","No"
"0xea57f0d36ecfa146e683847bc35ed8f205144a90","2.00618764647256E+24","No"
"0x5bff27d5d7f29c1bf7c5dd69ed224a95b2ba4445","4.02345338812846E+24","No"
"0xef7e0edcbd24ac6b02941f8f3801497074396de5","6.17187887132393E+24","No"
"0x88103d42d6742ffde7162eb6b2c1fa0e4d871a6d","6.19450842212E+24","No"
"0x4630c35fa815621a42c0242a133b931204d9e416","1.8859583320152E+24","No"
"0x80fc23a5442c7538de3df3b054bff932620446a2","3756477304","No"
"0x9129b085d060865482e2fa5623fd2e1d49f695e3","5E+24","No"
"0x9b0f6d41413857cf3d69afc2e1911d903019188e","4.09370123806367E+23","No"
"0x9b31a71485111cee90d4eba3bbe03295d2b7600f","4.94740584169111E+24","No"
"0x2db90b5b2cd22b8734db02d4b2fe2309c2734102","8.15510920325832E+25","No"
"0x82dcd552edd5a895a29c1ba127eda803eda19ce9","5.66134230907154E+25","No"
"0x3c857f2fedfa075c9c8268a8cdf95f41634114c9","3.26533145404621E+25","No"
"0x67f8a39bead5303d06d6fddcec081d52c212503c","4.18861574368716E+24","No"
"0x80fd00b1def422f3b530f2950f90f5ba865efff8","1.84000956393258E+25","No"
"0xca69bd83e3c8061d5ade9adf6b15955aa2d9029a","6E+24","No"
"0x274a434f95cfe49702df41022f2fdb629267f3c8","4.63870085878193E+25","No"
"0xece5c398ee9cf8e853bcb5623422014f28d981d1","1.55664026815242E+25","No"
"0x223a4ca598649f80cb399c9cfb7daab8744f5803","2E+25","No"
"0xe9facbef2d3fc5bcf38f1819d90a8b436e8ebe19","6.3227488872E+24","No"
"0x2f918bcbae261bbc17eb11afae72ccd813e0236d","3.16630839043942E+25","No"
"0xd25f37f915f147b3ab930c5d1edb98aa1e352667","1","No"
"0x29dea2bca73868ea85b4da61b2f7ba321c986e0d","4.16962156429488E+25","No"
"0xaaedef1fc70a7b39099a1874912fd9a88147adc5","1","No"
"0xe1ad840af205c40c9f5bac1fd850f43ddf36c8b9","1","No"
"0x333aa6f98dac1de59ac948d88e6b75b0a4ae5387","1","No"
"0x450ff293c18f56a227bb18433a1b493cd2ba549d","5.74934964956162E+24","No"
"0x22a3f923c4a8ce8c8c5976159f79a73104e84252","8.21947818241241E+24","No"
"0x3aa7a9b6c6e859f949d664d8f80d1fa9c1f2672e","1","No"
"0x07d9aec897ef701e7e82e4d6074671d35dbf06b3","7.62317293728222E+24","No"
"0x519abc93f51b102d28eaff67b0d36545a465d1de","5.51783376047064E+25","No"
"0x0764691d71e880a1e9694c21140428533bcc50ba","1","No"
"0x60b623b1986894d2b378186bc79c57d2004a8385","6.71023776945877E+24","No"
"0xb3cd56567b511ed3117b3d41b9960b2e01b95a9e","2.76519565726484E+23","No"
"0xa216b8a17fe6a9df52af6ff0f336e83626c36c34","2.0007909375246E+25","No"
"0x94e34334d0522951c42a2bd7dfca5dfd555ce2b5","1.95744139517039E+25","No"
"0xc4c170e1e66b5bbf33f999fd0d967f41f0d84fde","1.398653E+24","No"
"0x02f7e01fd5f03248e117bdafb23c8aa0509b2699","2.302194253E+24","No"
"0xc9863d2942ef11870f70105a9021d4b30a36c03a","1.66715747212973E+25","No"
"0xf423d00c10d518957a3511309f6e80be94385204","1.6465400469761E+25","No"
"0x8750500edf186b96c425959f4c28e2f66b15b402","5.31328934374902E+24","No"
"0xe41cd084b445625822e9cefa1bf499e99737f2e2","4.21457988095989E+17","No"
"0x7e69319d29c3c14eb3f74504e3a5242d6f1bd895","1","No"
"0xe0727c9a8763a6d34851c42a2fe199a363944278","5.48895471545613E+25","No"
"0xe905f3899787ebe93e8fd92b1b904b29360c4f19","3.77760629941708E+25","No"
"0xa91d4fd46868c8cdd20fa43bbc37f1bf421c7f07","1.06345931923212E+25","No"
"0xc9cd1074df02af4ebcadf4f3b95fb30d1273f31b","4.75634048233109E+25","No"
"0xe581dd75f1bfea8bd14c8b5437e42f8d4b07e4b1","1","No"
"0x5a2abb9b8bcbfaf599dea0862e53a7d65c1926f5","9.08465538429915E+24","No"
"0xe714ca16ea820ed1e59b201caed2889e952efc98","1","No"
"0x4dd5467f575077a10d51426d4ae0d4d7e556109f","3.8E+22","No"
"0x2b228a89d93c3844449686f5150e7e8fa3d03a75","1E+23","No"
"0x58d6f9e03a9d1e1f1fd0ff48b74fe835be6cb84c","1.76237734740029E+25","No"
"0x141722cfcb442a6a2a5e8891ffd8a659ffd7d7c5","2.73822515331927E+25","No"
"0x3c38ec3e16593989133ef363cf8e185cf4a1ddb7","4.56084731234531E+23","No"
"0xfb239e0df3a98f6b728200c14cb364cfc61dc4bc","4.29331064190684E+26","No"
"0xee6538047b52bb77fcc7b70bd1725545a82e160f","1.82572166754615E+25","No"
"0xfde87c0dbf81fc6ada90750016e0cc42c7e970d6","1","No"
"0xe41cf70729c8367ae12585cf3a9ead0ac898d711","4.43798208435201E+25","No"
"0xe8fe7786f1f35e72017d031abdaff3d061464818","1.46254327124262E+24","No"
"0xf7f1737ca1860743a9b2c99ceda3556108665260","23210038350728","No"
"0xc1b6f6a0875c6c3f7f04f3817a1a5e35965ce153","5E+24","No"
"0xc96b5ef48d39d6ddb8298312047658361b68a39d","3.08286003838544E+24","No"
"0xc2b8d69ee2c564dd2d9ffb6fb8005a8c2e754cd4","1.1356315645009E+26","No"
"0x7a086e7d75226cfbb3b2219ad844db5e1d0de115","1","No"
"0x79f45626a89f47d3e49fe7c9cf24f3545f8526c3","4.59236339463303E+24","No"
"0xdbd994526c22997468aa6076d727f93db77289f0","8.9300191922661E+25","No"
"0xe988a0d81c6c2b3cbc8b00148733c6cf55f5008d","1.10128247913587E+24","No"
"0x0795f4369f7c994efdb1843ed368ccfdb134f07d","2.12301638436717E+24","No"
"0x193aeb4f8f87b1760f877239b042c925722eda82","1","No"
"0xcfba29f88f9aedb2eea51e528d2432b63586da86","5E+23","No"
"0xfd558801fb3cdae533746280c127d9ead0893025","1.08276453713078E+25","No"
"0x76dc298278c6b29a191f6634bb8a4992cf72cb02","9.1023198889409E+24","No"
"0x38d04a86b9a6871e6c382b766e25ee9795eb6465","6.44149897736436E+25","No"
"0x1f63273eaabfa9d44c0268b8c65cbbd5136918ad","1","No"
"0x6f7ed742e568fb8a912db8eb0744cebeda978813","1","No"
"0x525e3b64c53374013e9c0f8c4176fe61ece88390","1","No"
"0xabdcd94e9f880dac403b637f262f321085a1bdb1","3.13879675921808E+25","No"
"0x6649c6d0b064c83c8c777dc504628ba25df7d403","1.1E+24","No"
"0xf34cbc302d2e67f3ab2b659e73e965e426469fac","3.66251929225285E+24","No"
"0xcabb5bb4b003e084ba0a4fa6cabf416a15eba954","1","No"
"0xface062d33b434ddcf982b32e880d0da4206102c","3.2182318179788E+25","No"
"0xaf6ddfdc9e5754cb491e821e9dbf79223e7e6d48","5E+24","No"
"0x3d17ba2b1eee71e5ec78e670e78042974e473856","2.22203902097277E+25","No"
"0xd38cd4b442c7bcc3395cd4186add59e27fe75f46","1","No"
"0xdab5c1e684f3898341a09e9571e919ea794c386f","4.41091901383803E+25","No"
"0x1af7e72bd542d6bbca18db38bd2efe86e406b6c3","1.35E+25","No"
"0x8454ba6094996e4b94e3d51b419ac30d95450f35","9.06518641151146E+24","No"
"0x64f577a4bd257d1be73eac8ceea6d3f601404653","4.03026656891023E+24","No"
"0x2db8c7ec625f701aa2f5e8b08b5efeba850724c9","9.22120303910806E+23","No"
"0x7a1599367fdcd6fbeed86df62cbf3132c0bb3e85","1","No"
"0xffffe1b9fc34776849f5f040a748606de0febbd2","8.30163535698644E+24","No"
"0x926497bb280c606cdd7ed0ccad61b3a2dab5a3a6","1","No"
"0x7589717b2585a26655cace1b8a95c673eb3f8e40","1","No"
"0xd035de5e3977df915707b4ebbb5f18b0dd46a210","4.57301361551748E+24","No"
"0xeacdf7196a39e8e299091cd2d429a6c984700134","7.2301572842109E+24","No"
